Unique_Advisor_Id,Month,Activity_Type,Activity_Count
964132,2016 / 05,26,3
964132,2016 / 07,26,3
964132,2016 / 08,26,3
964132,2016 / 10,26,3
964132,2016 / 12,26,3
964218,2015 / 05,22,3
964218,2015 / 06,26,3
964218,2015 / 10,26,3
964218,2016 / 02,26,3
964218,2016 / 03,26,3
964218,2016 / 04,26,3
964218,2016 / 05,26,6
964218,2016 / 06,26,3
964218,2016 / 07,26,3
964218,2016 / 08,26,3
964218,2016 / 09,22,3
964218,2016 / 09,25,3
964218,2016 / 09,26,3
964218,2016 / 10,26,3
964218,2016 / 12,26,3
964350,2015 / 05,22,3
964350,2016 / 08,26,3
964350,2016 / 10,26,3
964360,2016 / 01,26,3
964360,2016 / 04,13,3
964654,2015 / 06,26,3
964654,2015 / 10,26,3
964654,2016 / 01,26,3
964654,2016 / 04,26,3
964654,2016 / 08,26,3
964654,2016 / 10,26,3
964654,2016 / 11,22,3
964654,2016 / 11,26,3
965015,2016 / 06,17,3
965683,2015 / 06,11,3
965683,2015 / 06,22,3
965683,2015 / 06,26,3
965683,2015 / 11,26,3
965683,2016 / 01,26,3
965683,2016 / 02,26,3
965683,2016 / 04,26,3
965683,2016 / 05,26,3
965683,2016 / 06,26,3
965683,2016 / 08,26,3
965683,2016 / 10,25,3
965683,2016 / 10,26,3
965742,2015 / 07,26,3
965742,2016 / 04,26,3
965840,2015 / 03,26,3
965840,2015 / 07,26,3
965840,2015 / 12,26,3
965840,2016 / 02,26,3
965840,2016 / 03,26,3
965840,2016 / 05,26,6
965840,2016 / 10,26,3
965840,2016 / 11,26,3
965886,2015 / 04,11,3
965886,2015 / 04,26,3
965886,2015 / 06,26,6
965886,2016 / 02,26,3
965886,2016 / 03,1,3
965886,2016 / 03,26,3
965886,2016 / 04,26,3
965886,2016 / 05,26,6
965886,2016 / 06,26,3
965886,2016 / 07,26,3
965886,2016 / 08,26,3
965886,2016 / 09,22,3
965886,2016 / 09,26,3
965886,2016 / 10,26,3
965886,2016 / 12,26,3
965994,2015 / 08,26,3
965994,2016 / 01,26,3
965994,2016 / 02,26,3
965994,2016 / 06,11,3
965994,2016 / 06,22,3
965994,2016 / 06,26,12
965994,2016 / 07,13,3
965994,2016 / 07,22,3
965994,2016 / 08,11,3
965994,2016 / 08,26,3
965994,2016 / 09,26,3
965994,2016 / 10,13,3
965994,2016 / 10,17,3
965994,2016 / 10,26,3
965994,2016 / 11,11,3
965994,2016 / 11,17,3
965994,2016 / 11,22,3
965994,2016 / 11,26,9
966003,2015 / 02,11,3
966003,2015 / 02,22,3
966003,2015 / 06,26,3
966003,2015 / 09,26,3
966003,2016 / 11,22,3
966456,2015 / 02,11,6
966456,2015 / 02,22,3
966456,2015 / 04,22,3
966456,2015 / 06,11,3
966456,2015 / 06,25,3
966456,2015 / 07,22,3
966456,2015 / 09,22,3
966456,2015 / 12,13,3
966456,2016 / 01,1,3
966456,2016 / 01,22,3
966456,2016 / 03,26,6
966456,2016 / 05,1,3
966456,2016 / 05,26,3
966456,2016 / 06,22,3
966456,2016 / 08,22,6
966456,2016 / 09,26,3
966456,2016 / 10,17,3
966456,2016 / 10,26,6
966456,2016 / 11,26,3
966456,2016 / 12,22,3
966482,2015 / 03,11,9
966482,2015 / 03,25,3
966482,2015 / 04,22,3
966482,2015 / 07,22,3
966482,2015 / 07,25,3
966482,2015 / 10,13,3
966482,2015 / 10,22,3
966482,2015 / 10,9,3
966482,2016 / 02,26,3
966482,2016 / 03,1,3
966482,2016 / 03,13,3
966482,2016 / 03,26,3
966482,2016 / 05,13,3
966482,2016 / 05,22,3
966482,2016 / 06,26,3
966482,2016 / 09,26,3
966698,2015 / 04,26,3
966698,2015 / 05,26,3
966698,2015 / 06,26,6
966839,2016 / 06,26,3
967024,2015 / 05,26,3
967024,2016 / 03,22,3
967024,2016 / 06,26,3
967024,2016 / 07,26,3
967024,2016 / 08,26,3
967573,2015 / 08,26,6
967573,2016 / 03,25,3
967573,2016 / 05,26,6
967573,2016 / 07,26,3
967573,2016 / 08,26,3
967573,2016 / 10,25,3
967573,2016 / 11,26,3
967666,2015 / 12,26,3
967666,2016 / 05,26,6
967666,2016 / 08,26,3
967666,2016 / 09,26,3
967691,2015 / 07,26,3
967691,2016 / 02,26,3
967691,2016 / 03,13,3
967691,2016 / 06,26,3
967691,2016 / 09,25,3
967691,2016 / 09,26,3
967691,2016 / 10,25,3
967691,2016 / 11,26,6
967951,2015 / 03,11,3
967951,2015 / 03,26,3
967951,2015 / 06,11,3
967951,2015 / 06,26,6
967951,2015 / 07,26,3
967951,2015 / 08,26,3
967951,2016 / 02,26,3
967951,2016 / 04,26,3
967951,2016 / 05,26,3
967951,2016 / 06,26,3
967951,2016 / 07,26,3
967951,2016 / 08,26,3
967951,2016 / 09,26,3
967951,2016 / 10,26,3
967951,2016 / 11,22,3
967951,2016 / 12,26,3
968115,2016 / 02,26,3
968322,2016 / 03,26,3
968322,2016 / 04,26,3
968322,2016 / 05,26,3
968322,2016 / 06,26,3
968322,2016 / 07,26,3
968322,2016 / 08,26,3
968322,2016 / 09,26,3
968322,2016 / 10,26,3
968322,2016 / 11,26,3
968521,2015 / 03,26,3
968521,2015 / 08,25,3
968521,2015 / 10,25,3
968556,2016 / 09,26,3
968556,2016 / 10,26,3
968559,2016 / 01,26,3
968943,2015 / 04,26,3
968943,2015 / 07,26,3
968943,2015 / 10,26,3
968943,2015 / 11,26,3
968943,2016 / 01,26,3
968943,2016 / 02,25,3
968943,2016 / 05,26,3
968943,2016 / 09,26,3
968953,2015 / 06,11,3
968953,2015 / 06,26,3
968953,2015 / 07,26,3
968953,2015 / 11,25,3
968953,2016 / 02,26,3
968953,2016 / 04,26,3
968953,2016 / 05,26,3
968953,2016 / 06,26,6
968953,2016 / 07,26,3
968953,2016 / 08,26,3
968953,2016 / 10,26,6
968953,2016 / 11,22,3
968953,2016 / 11,26,3
968977,2016 / 05,26,3
968977,2016 / 10,26,3
968977,2016 / 11,26,3
969008,2016 / 06,26,6
969008,2016 / 09,26,3
969029,2015 / 03,11,3
969029,2015 / 03,17,3
969029,2015 / 03,26,3
969029,2015 / 05,25,3
969029,2015 / 06,26,12
969029,2015 / 08,26,3
969029,2015 / 09,1,3
969029,2015 / 10,26,3
969029,2015 / 11,1,3
969029,2015 / 11,26,3
969029,2016 / 01,1,3
969029,2016 / 01,26,3
969029,2016 / 02,26,3
969029,2016 / 03,1,3
969029,2016 / 03,26,3
969029,2016 / 06,26,3
969029,2016 / 08,26,3
969029,2016 / 09,26,3
969029,2016 / 10,11,3
969029,2016 / 10,25,6
969029,2016 / 10,26,3
969029,2016 / 11,26,3
969081,2015 / 11,26,3
969185,2015 / 02,22,3
969185,2015 / 04,26,12
969185,2015 / 05,26,3
969185,2015 / 06,11,3
969185,2015 / 06,26,9
969185,2015 / 07,26,6
969185,2015 / 11,1,3
969185,2016 / 01,26,3
969185,2016 / 03,26,3
969185,2016 / 05,26,6
969185,2016 / 06,26,3
969185,2016 / 07,26,3
969185,2016 / 08,26,6
969185,2016 / 09,26,6
969185,2016 / 10,26,3
969185,2016 / 11,26,6
969185,2016 / 12,26,3
969214,2015 / 04,11,3
969214,2015 / 06,1,3
969214,2015 / 06,25,3
969214,2015 / 06,26,3
969214,2015 / 07,26,6
969214,2015 / 08,16,3
969214,2015 / 08,26,3
969214,2015 / 09,26,6
969214,2015 / 10,1,12
969214,2015 / 10,16,3
969214,2015 / 10,25,9
969214,2015 / 11,1,6
969214,2015 / 11,22,3
969214,2015 / 11,25,3
969214,2015 / 12,25,3
969214,2016 / 01,1,12
969214,2016 / 02,26,3
969214,2016 / 03,1,3
969214,2016 / 03,25,3
969214,2016 / 03,26,3
969214,2016 / 04,16,3
969214,2016 / 04,26,3
969214,2016 / 06,11,3
969214,2016 / 06,16,3
969214,2016 / 06,26,3
969214,2016 / 07,26,3
969214,2016 / 09,11,3
969214,2016 / 09,16,3
969214,2016 / 11,16,3
969214,2016 / 11,26,3
969234,2015 / 02,26,3
969234,2015 / 04,26,3
969234,2015 / 05,25,3
969234,2015 / 07,26,3
969234,2015 / 12,13,3
969234,2016 / 04,25,3
969234,2016 / 08,26,3
969234,2016 / 09,13,3
969234,2016 / 10,25,3
969234,2016 / 11,25,3
969248,2015 / 07,26,3
969248,2016 / 01,26,3
969248,2016 / 03,26,3
969248,2016 / 07,26,3
969248,2016 / 12,25,3
969248,2016 / 12,26,3
969259,2015 / 07,26,3
969259,2016 / 02,26,6
969259,2016 / 05,26,3
969259,2016 / 08,26,3
969259,2016 / 10,25,3
969259,2016 / 11,26,3
969435,2015 / 08,26,3
969435,2016 / 01,26,3
969435,2016 / 02,26,3
969435,2016 / 03,13,3
969435,2016 / 05,26,6
969435,2016 / 06,26,3
969435,2016 / 08,25,3
969435,2016 / 08,26,3
969435,2016 / 09,26,3
969435,2016 / 10,26,3
969577,2015 / 06,26,3
969577,2015 / 10,26,3
969577,2016 / 04,26,3
969577,2016 / 05,13,3
969577,2016 / 05,26,3
969577,2016 / 07,26,3
969577,2016 / 10,26,3
969577,2016 / 11,26,6
969590,2015 / 03,26,3
969590,2015 / 05,26,3
969590,2015 / 07,26,3
969590,2015 / 10,26,3
969590,2016 / 01,26,3
969590,2016 / 03,26,3
969590,2016 / 04,26,3
969590,2016 / 05,26,3
969590,2016 / 07,25,3
969590,2016 / 08,26,3
969590,2016 / 10,26,6
969590,2016 / 11,25,3
969590,2016 / 11,26,6
969627,2016 / 03,22,3
969693,2015 / 08,26,3
969693,2016 / 02,26,6
969693,2016 / 04,26,3
969693,2016 / 05,26,3
969693,2016 / 06,25,3
969693,2016 / 06,26,3
969693,2016 / 08,26,3
969693,2016 / 09,26,3
969693,2016 / 10,26,3
969693,2016 / 11,26,3
9697,2015 / 06,25,3
969881,2015 / 02,11,3
969881,2015 / 02,17,3
969881,2015 / 04,17,3
969881,2015 / 04,25,3
969881,2015 / 04,26,9
969881,2015 / 05,11,6
969881,2015 / 05,25,3
969881,2015 / 06,25,3
969881,2015 / 06,26,6
969881,2015 / 07,1,3
969881,2015 / 07,17,3
969881,2015 / 07,25,6
969881,2015 / 08,1,3
969881,2015 / 08,17,3
969881,2015 / 09,1,3
969881,2015 / 09,25,3
969881,2015 / 11,1,6
969881,2015 / 11,25,3
969881,2016 / 02,25,3
969881,2016 / 02,26,3
969881,2016 / 03,1,3
969881,2016 / 03,25,3
969881,2016 / 03,26,3
969881,2016 / 04,1,6
969881,2016 / 04,17,3
969881,2016 / 04,25,3
969881,2016 / 05,1,3
969881,2016 / 05,11,3
969881,2016 / 05,17,3
969881,2016 / 05,25,6
969881,2016 / 06,25,3
969881,2016 / 07,11,3
969881,2016 / 08,17,3
969881,2016 / 09,17,3
969881,2016 / 09,25,3
969881,2016 / 09,26,3
969881,2016 / 10,11,3
969881,2016 / 10,25,3
969881,2016 / 11,11,3
969881,2016 / 11,17,3
969881,2016 / 11,26,3
969978,2015 / 08,26,3
969978,2015 / 09,26,3
969978,2016 / 04,26,3
969978,2016 / 05,26,3
969978,2016 / 06,26,3
969978,2016 / 07,26,3
969978,2016 / 08,26,6
969978,2016 / 10,26,3
970025,2015 / 02,26,3
970025,2015 / 06,1,3
970025,2015 / 06,22,3
970025,2015 / 07,5,3
970025,2015 / 12,16,3
970025,2016 / 04,22,3
970025,2016 / 06,11,3
970025,2016 / 06,13,3
970025,2016 / 06,26,3
970025,2016 / 09,11,3
970025,2016 / 09,25,3
970025,2016 / 10,11,3
970025,2016 / 10,26,3
970025,2016 / 12,13,3
970025,2016 / 12,22,3
970062,2015 / 06,26,3
970062,2015 / 10,26,3
970062,2015 / 11,25,3
970062,2016 / 01,13,3
970062,2016 / 01,25,6
970062,2016 / 03,26,6
970062,2016 / 04,25,3
970062,2016 / 06,25,3
970062,2016 / 07,22,3
970062,2016 / 09,26,3
970062,2016 / 10,26,3
970062,2016 / 12,25,3
970118,2016 / 02,1,3
970118,2016 / 02,26,3
970118,2016 / 03,26,3
970118,2016 / 04,26,3
970118,2016 / 05,26,3
970118,2016 / 06,26,3
970118,2016 / 07,26,3
970118,2016 / 08,26,3
970118,2016 / 11,26,3
970134,2016 / 01,26,3
970360,2015 / 02,11,3
970360,2015 / 05,13,3
970360,2015 / 06,11,6
970360,2015 / 07,5,3
970360,2015 / 11,25,6
970360,2015 / 12,1,3
970360,2015 / 12,16,3
970360,2015 / 12,26,3
970360,2016 / 04,1,6
970360,2016 / 05,13,3
970360,2016 / 05,26,3
970360,2016 / 09,25,3
970360,2016 / 09,26,3
970360,2016 / 11,11,3
970360,2016 / 11,26,3
970475,2016 / 05,13,3
970497,2015 / 07,26,3
970497,2015 / 11,26,3
970497,2016 / 02,26,3
970497,2016 / 04,26,3
970497,2016 / 05,26,3
970497,2016 / 06,26,3
970497,2016 / 07,26,3
970497,2016 / 10,26,6
970497,2016 / 11,26,3
970524,2015 / 10,13,3
970524,2016 / 03,26,3
970524,2016 / 11,18,3
970530,2016 / 10,26,3
970567,2015 / 03,11,3
970567,2015 / 03,26,3
970567,2015 / 05,26,3
970567,2015 / 06,11,3
970567,2015 / 06,26,3
970567,2015 / 07,22,3
970567,2015 / 07,26,3
970567,2016 / 01,26,3
970567,2016 / 05,17,3
970567,2016 / 09,26,3
970567,2016 / 11,26,6
970618,2015 / 07,26,3
970618,2015 / 10,26,3
970618,2016 / 01,26,3
970618,2016 / 02,26,3
970618,2016 / 03,26,3
970618,2016 / 06,26,3
970618,2016 / 07,26,3
970618,2016 / 08,26,3
970618,2016 / 09,26,3
970618,2016 / 10,26,3
970618,2016 / 11,26,6
970618,2016 / 12,26,3
970752,2015 / 02,22,3
971010,2015 / 02,17,3
971010,2015 / 05,26,3
971010,2015 / 07,1,3
971010,2015 / 07,17,3
971010,2015 / 07,26,3
971010,2015 / 10,26,3
971010,2015 / 11,26,3
971010,2016 / 01,26,3
971010,2016 / 03,26,3
971010,2016 / 04,26,3
971010,2016 / 07,26,3
971010,2016 / 08,22,3
971010,2016 / 08,26,3
971010,2016 / 09,22,3
971010,2016 / 09,26,3
971018,2015 / 03,11,3
971018,2015 / 03,26,3
971018,2015 / 07,26,3
971018,2015 / 09,22,3
971018,2015 / 09,26,6
971018,2015 / 12,22,3
971018,2016 / 02,26,3
971018,2016 / 03,1,3
971018,2016 / 03,25,3
971018,2016 / 03,26,3
971018,2016 / 04,26,9
971018,2016 / 05,26,6
971018,2016 / 06,25,3
971018,2016 / 07,26,9
971018,2016 / 08,26,3
971018,2016 / 09,26,3
971018,2016 / 10,11,3
971018,2016 / 10,25,3
971018,2016 / 11,26,3
971064,2015 / 09,1,3
971064,2015 / 09,26,3
971064,2015 / 11,26,3
971064,2015 / 12,26,3
971064,2016 / 01,25,3
971064,2016 / 01,26,3
971064,2016 / 03,1,3
971064,2016 / 03,26,3
971064,2016 / 05,25,3
971064,2016 / 06,11,3
971064,2016 / 08,11,3
971064,2016 / 08,26,3
971064,2016 / 10,26,3
971064,2016 / 11,26,3
971288,2015 / 03,26,3
971288,2016 / 02,26,3
971520,2015 / 06,22,3
971520,2015 / 06,26,3
971520,2015 / 09,26,3
971520,2015 / 11,25,3
971520,2016 / 03,26,3
971520,2016 / 06,26,3
971520,2016 / 06,6,3
971520,2016 / 08,25,3
971520,2016 / 08,26,6
971520,2016 / 10,26,3
971520,2016 / 11,26,3
971704,2015 / 03,26,3
971704,2015 / 08,26,6
971704,2015 / 11,26,3
971704,2016 / 02,26,3
971704,2016 / 04,26,3
971704,2016 / 05,26,3
971704,2016 / 11,26,3
971734,2015 / 05,22,3
971734,2015 / 06,11,3
971734,2015 / 06,26,3
971734,2015 / 11,22,3
971734,2015 / 11,26,3
971734,2016 / 01,26,3
971734,2016 / 02,26,3
971734,2016 / 05,22,3
971734,2016 / 06,22,3
971734,2016 / 07,26,3
971734,2016 / 09,26,3
971734,2016 / 11,26,6
971789,2016 / 06,26,3
971822,2016 / 10,26,3
971822,2016 / 11,26,3
971822,2016 / 12,11,3
971822,2016 / 12,17,6
971822,2016 / 12,26,3
971831,2015 / 06,26,3
971831,2015 / 09,13,3
971831,2015 / 09,26,3
971831,2015 / 10,26,3
971831,2015 / 12,26,3
971831,2016 / 01,26,3
971831,2016 / 02,26,3
971831,2016 / 03,26,3
971831,2016 / 04,26,3
971831,2016 / 05,26,3
971831,2016 / 06,26,3
971831,2016 / 07,26,3
971831,2016 / 08,22,3
971831,2016 / 08,26,3
971831,2016 / 09,26,3
971831,2016 / 10,26,3
971923,2015 / 02,25,3
971923,2015 / 03,11,3
971923,2015 / 03,25,3
971923,2015 / 05,25,3
971923,2015 / 05,26,3
971923,2015 / 07,26,3
971923,2015 / 08,22,3
971923,2015 / 08,26,3
971923,2015 / 12,26,3
971923,2016 / 01,11,3
971923,2016 / 01,25,3
971923,2016 / 01,26,6
971923,2016 / 03,26,6
971923,2016 / 04,22,3
971923,2016 / 06,22,6
971923,2016 / 06,26,3
971923,2016 / 08,26,3
971923,2016 / 10,26,3
971923,2016 / 11,22,3
971923,2016 / 11,26,3
971956,2015 / 03,11,3
971956,2015 / 03,22,3
971956,2015 / 03,25,3
971956,2015 / 04,11,3
971956,2015 / 04,22,3
971956,2015 / 05,11,3
971956,2015 / 07,26,3
971956,2015 / 09,22,3
971956,2015 / 10,1,3
971956,2015 / 10,25,3
971956,2015 / 10,26,3
971956,2015 / 11,22,3
971956,2015 / 12,1,9
971956,2015 / 12,13,3
971956,2015 / 12,17,3
971956,2015 / 12,22,3
971956,2016 / 03,22,3
971956,2016 / 06,25,3
971956,2016 / 08,26,3
971956,2016 / 09,22,3
971956,2016 / 09,26,3
971956,2016 / 10,13,3
971956,2016 / 10,22,3
971956,2016 / 11,26,3
971956,2016 / 12,11,3
971956,2016 / 12,22,3
971972,2016 / 07,22,3
971972,2016 / 08,22,3
971972,2016 / 09,22,3
971972,2016 / 10,11,3
971972,2016 / 10,25,3
971972,2016 / 11,25,3
971986,2016 / 04,26,3
971986,2016 / 05,17,3
971986,2016 / 05,26,6
971986,2016 / 08,26,3
971986,2016 / 11,26,3
972105,2015 / 03,11,3
972105,2015 / 04,11,3
972105,2015 / 04,25,3
972105,2015 / 05,11,3
972105,2015 / 05,26,3
972105,2015 / 07,26,3
972105,2016 / 03,26,3
972105,2016 / 04,22,3
972105,2016 / 06,26,3
972105,2016 / 07,26,3
972105,2016 / 08,13,3
972105,2016 / 08,26,3
972105,2016 / 09,26,3
972105,2016 / 10,26,3
972105,2016 / 11,26,3
972114,2015 / 04,11,3
972114,2015 / 04,26,6
972114,2015 / 05,26,3
972114,2015 / 06,11,3
972114,2015 / 06,26,3
972114,2015 / 10,26,3
972114,2016 / 03,26,3
972114,2016 / 05,13,3
972114,2016 / 05,26,3
972114,2016 / 07,26,3
972114,2016 / 08,26,3
972114,2016 / 10,26,3
972114,2016 / 11,26,3
972421,2015 / 06,26,3
972421,2015 / 06,6,3
972421,2016 / 02,13,3
972421,2016 / 02,26,3
972421,2016 / 05,26,3
972486,2015 / 06,26,3
972486,2015 / 07,22,3
972486,2015 / 12,26,3
972486,2016 / 03,25,3
972486,2016 / 03,26,3
972486,2016 / 06,26,3
972486,2016 / 08,17,3
972486,2016 / 08,25,3
972486,2016 / 10,26,3
972486,2016 / 11,25,3
972502,2015 / 03,11,3
972502,2015 / 03,26,3
972502,2015 / 06,11,3
972502,2015 / 06,26,3
972502,2015 / 07,26,3
972502,2016 / 03,26,3
972502,2016 / 06,26,3
972502,2016 / 08,26,3
972502,2016 / 09,26,3
972502,2016 / 10,26,3
972580,2015 / 06,26,3
972580,2015 / 09,13,3
972580,2015 / 09,26,3
972580,2015 / 10,26,3
972580,2016 / 01,26,3
972580,2016 / 02,26,3
972580,2016 / 03,26,3
972580,2016 / 04,26,6
972580,2016 / 05,26,6
972580,2016 / 06,26,6
972580,2016 / 07,26,3
972580,2016 / 08,26,6
972580,2016 / 10,26,3
972580,2016 / 11,26,9
972698,2015 / 04,11,3
972698,2015 / 04,22,3
97273,2015 / 05,25,3
97273,2015 / 05,26,3
97273,2015 / 07,1,3
97273,2015 / 07,26,3
97273,2015 / 08,26,3
97273,2015 / 09,26,3
97273,2015 / 11,26,3
97273,2016 / 01,26,3
97273,2016 / 02,25,3
97273,2016 / 04,26,3
97273,2016 / 10,26,3
97273,2016 / 11,13,3
97273,2016 / 12,26,3
972755,2015 / 11,26,3
972755,2016 / 06,26,3
972755,2016 / 09,26,3
972755,2016 / 10,26,3
972781,2015 / 03,25,3
972781,2015 / 07,25,3
972781,2015 / 11,26,3
972781,2016 / 02,25,3
972781,2016 / 04,25,3
972781,2016 / 06,25,3
972781,2016 / 07,25,3
972781,2016 / 08,26,3
972781,2016 / 09,25,3
972781,2016 / 11,26,6
972804,2015 / 10,26,3
972804,2016 / 06,26,3
972809,2015 / 06,22,3
972809,2016 / 01,26,6
972809,2016 / 02,26,3
972809,2016 / 03,26,6
972809,2016 / 05,26,3
972809,2016 / 11,26,3
972893,2015 / 11,26,6
972893,2016 / 02,26,3
972893,2016 / 04,1,3
972893,2016 / 04,25,3
972893,2016 / 04,26,3
972893,2016 / 05,26,3
972893,2016 / 06,26,3
972893,2016 / 09,26,3
972899,2015 / 06,26,3
972899,2015 / 08,26,3
972899,2016 / 02,26,3
972899,2016 / 03,26,6
972899,2016 / 04,26,6
972899,2016 / 05,26,3
972899,2016 / 06,26,6
972899,2016 / 07,26,3
972899,2016 / 08,26,3
972899,2016 / 09,26,3
972899,2016 / 10,26,3
972899,2016 / 11,26,3
973262,2016 / 02,26,3
973262,2016 / 04,26,3
973262,2016 / 06,26,3
97359,2016 / 06,11,3
973904,2015 / 04,26,6
973904,2015 / 06,17,3
973904,2015 / 06,25,3
973904,2015 / 11,26,3
973904,2015 / 12,26,3
973904,2016 / 03,26,3
973904,2016 / 04,17,6
973904,2016 / 04,26,3
973904,2016 / 06,25,6
973904,2016 / 07,26,3
973904,2016 / 08,26,3
973904,2016 / 09,17,3
973904,2016 / 11,25,12
973904,2016 / 11,26,6
973904,2016 / 12,25,3
973924,2015 / 03,11,3
973924,2015 / 03,26,3
973924,2015 / 04,26,3
973924,2015 / 05,26,3
973924,2015 / 08,26,3
973924,2015 / 12,26,3
973924,2016 / 01,26,3
973924,2016 / 02,26,3
973924,2016 / 03,26,3
973924,2016 / 09,26,3
974176,2015 / 07,26,3
974176,2015 / 11,25,3
974176,2016 / 02,26,3
974176,2016 / 04,26,3
974176,2016 / 05,26,3
974176,2016 / 07,26,3
974275,2015 / 06,11,3
974275,2015 / 07,1,3
974275,2015 / 08,25,3
974275,2015 / 11,26,3
974275,2015 / 12,26,3
974275,2016 / 03,26,3
974275,2016 / 05,26,9
974275,2016 / 06,26,3
974275,2016 / 08,26,3
974275,2016 / 10,26,6
974306,2015 / 06,26,3
974306,2015 / 08,26,3
974306,2016 / 02,26,3
974306,2016 / 03,26,3
974306,2016 / 04,26,3
974306,2016 / 05,26,3
974306,2016 / 06,26,3
974306,2016 / 07,26,6
974306,2016 / 08,26,3
974306,2016 / 09,26,3
974306,2016 / 10,26,3
974306,2016 / 11,26,3
974360,2015 / 06,26,3
974360,2015 / 09,13,3
974360,2015 / 09,25,3
974360,2015 / 10,26,3
974360,2015 / 10,9,3
974360,2016 / 02,26,3
974360,2016 / 03,26,3
974360,2016 / 04,26,6
974360,2016 / 05,26,6
974360,2016 / 06,26,3
974360,2016 / 07,26,3
974360,2016 / 08,26,6
974360,2016 / 09,26,3
974360,2016 / 10,26,3
974360,2016 / 11,26,6
974360,2016 / 12,26,3
974374,2015 / 01,17,3
974374,2015 / 03,11,3
974374,2015 / 03,26,3
974374,2015 / 05,11,3
974374,2015 / 05,26,9
974374,2015 / 06,26,3
974374,2015 / 07,17,9
974374,2015 / 07,25,3
974374,2015 / 08,17,3
974374,2015 / 08,26,6
974374,2015 / 09,26,3
974374,2015 / 11,26,9
974374,2016 / 02,26,6
974374,2016 / 03,1,3
974374,2016 / 04,26,3
974374,2016 / 05,17,6
974374,2016 / 05,25,3
974374,2016 / 05,26,6
974374,2016 / 06,26,3
974374,2016 / 07,11,3
974374,2016 / 07,17,6
974374,2016 / 07,26,3
974374,2016 / 08,26,3
974374,2016 / 09,26,3
974374,2016 / 10,26,3
974435,2016 / 06,26,3
974435,2016 / 08,26,3
974435,2016 / 10,26,3
974435,2016 / 11,26,3
974441,2015 / 07,25,3
974441,2015 / 07,26,3
974441,2015 / 08,26,3
974441,2015 / 12,13,3
974441,2016 / 01,25,3
974441,2016 / 02,11,3
974441,2016 / 02,22,3
974441,2016 / 02,26,3
974441,2016 / 03,25,3
974441,2016 / 03,26,3
974441,2016 / 05,22,3
974441,2016 / 06,22,3
974441,2016 / 09,26,3
974441,2016 / 10,22,3
974441,2016 / 11,22,3
974441,2016 / 11,26,6
974441,2016 / 12,26,3
974450,2015 / 06,22,6
974450,2015 / 06,25,3
974450,2015 / 11,26,3
974450,2016 / 02,11,3
974450,2016 / 02,22,3
974450,2016 / 02,26,3
974450,2016 / 03,25,3
974450,2016 / 03,26,3
974450,2016 / 06,22,3
974450,2016 / 06,26,3
974450,2016 / 09,26,3
974450,2016 / 10,22,3
974450,2016 / 10,25,3
974652,2015 / 06,26,3
974652,2016 / 02,26,3
974660,2015 / 03,11,3
974660,2015 / 03,22,3
974660,2015 / 03,25,3
974660,2015 / 07,26,3
974660,2015 / 08,1,3
974660,2015 / 08,22,3
974660,2015 / 09,22,3
974660,2015 / 09,26,3
974660,2015 / 10,9,3
974660,2015 / 11,22,3
974660,2015 / 12,22,3
974660,2016 / 02,26,3
974660,2016 / 03,22,3
974660,2016 / 04,22,3
974660,2016 / 04,26,6
974660,2016 / 05,1,3
974660,2016 / 05,26,6
974660,2016 / 06,26,3
974660,2016 / 07,26,3
974660,2016 / 08,11,3
974660,2016 / 08,22,3
974660,2016 / 08,26,9
974660,2016 / 09,22,3
974660,2016 / 09,26,3
974660,2016 / 10,22,3
974660,2016 / 10,26,3
974801,2015 / 07,26,3
974801,2016 / 02,26,3
974801,2016 / 04,26,3
974801,2016 / 06,25,3
974801,2016 / 06,26,3
974801,2016 / 07,25,3
974801,2016 / 08,26,3
974801,2016 / 10,26,3
974801,2016 / 11,25,6
974871,2016 / 05,22,3
974884,2015 / 05,11,3
974884,2015 / 05,13,3
974884,2015 / 05,22,3
974884,2016 / 03,13,3
974884,2016 / 08,26,6
974884,2016 / 10,22,3
974884,2016 / 10,26,3
974892,2015 / 03,26,3
974892,2015 / 04,11,3
974892,2015 / 04,26,3
974892,2015 / 05,26,3
974892,2015 / 07,26,3
974892,2015 / 08,25,3
974892,2015 / 08,26,6
974892,2015 / 10,13,3
974892,2015 / 11,26,3
974892,2016 / 01,26,3
974892,2016 / 02,26,3
974892,2016 / 03,1,3
974892,2016 / 03,13,3
974892,2016 / 03,25,6
974892,2016 / 05,22,3
974892,2016 / 06,25,3
974892,2016 / 06,26,6
974892,2016 / 07,22,3
974892,2016 / 09,13,3
974892,2016 / 09,22,3
974892,2016 / 09,26,3
974892,2016 / 10,26,3
975027,2015 / 02,11,3
975027,2015 / 04,11,3
975027,2015 / 04,26,6
975027,2015 / 05,11,3
975027,2015 / 05,26,3
975027,2015 / 06,26,6
975027,2015 / 09,1,6
975027,2015 / 09,26,3
975027,2015 / 11,26,3
975027,2016 / 01,26,3
975027,2016 / 02,26,3
975027,2016 / 04,26,6
975027,2016 / 05,26,3
975027,2016 / 06,26,3
975027,2016 / 07,26,3
975027,2016 / 08,26,3
975027,2016 / 09,26,3
975027,2016 / 10,26,3
975027,2016 / 12,26,3
975082,2016 / 04,26,3
975082,2016 / 10,26,3
975082,2016 / 12,16,3
975088,2016 / 01,17,3
975105,2015 / 03,25,3
975105,2016 / 02,1,3
